changeset,From,Validated,SPAM,Import,Tagging Error
44257788,Crawl 2 Mapping Error,Y,N,N,N
44260083,Crawl 2 Mapping Error,Y,N,N,N
44271390,Crawl 2 Mapping Error,Y,N,N,N
44273641,Crawl 2 Mapping Error,,N,N,Y
44274231,Crawl 2 Mapping Error,,N,N,Y
44274611,Crawl 2 Mapping Error,,N,N,Y
44277318,Crawl 2 Mapping Error,,N,N,Y
44277351,Crawl 2 Mapping Error,,N,N,Y
44282493,Crawl 2 Mapping Error,Y,N,N,N
44282564,Crawl 2 Mapping Error,Y,N,N,N
44301875,Crawl 2 Mapping Error,Y,N,N,N
44315310,Crawl 2 Mapping Error,Y,N,N,N
44323241,Crawl 2 Mapping Error,,N,Y,N
44326372,Crawl 2 Mapping Error,Y,N,N,N
44330986,Crawl 2 Mapping Error,,N,Y,N
44339996,Crawl 2 Mapping Error,,N,N,Y
44354216,Crawl 2 Mapping Error,Y,N,N,N
44363616,Crawl 2 Mapping Error,,N,N,Y
44364440,Crawl 2 Mapping Error,,N,N,Y
44376906,Crawl 2 Mapping Error,Y,N,N,N
44385564,Crawl 2 Mapping Error,Y,N,N,N
44386784,Crawl 2 Mapping Error,Y,N,N,N
44388899,Crawl 2 Mapping Error,,N,N,Y
44389042,Crawl 2 Mapping Error,,N,N,Y
44392005,Crawl 2 Mapping Error,,N,N,Y
44396127,Crawl 2 Mapping Error,Y,N,N,N
44396362,Crawl 2 Mapping Error,Y,N,N,N
44404732,Crawl 2 Mapping Error,Y,N,N,N
44416616,Crawl 2 Mapping Error,,N,N,Y
44425822,Crawl 2 Mapping Error,Y,N,N,N
44439687,Crawl 2 Mapping Error,,N,N,Y
44446472,Crawl 2 Mapping Error,Y,N,N,N
44451972,Crawl 2 Mapping Error,Y,N,N,Y
44468627,Crawl 2 Mapping Error,Y,N,N,N
44474369,Crawl 2 Mapping Error,Y,N,N,N
44474478,Crawl 2 Mapping Error,Y,N,N,Y
44493584,Crawl 2 Mapping Error,Y,N,N,N
44495959,Crawl 2 Mapping Error,Y,N,N,N
44509140,Crawl 2 Mapping Error,Y,N,N,N
44514901,Crawl 2 Mapping Error,Y,N,N,N
44515350,Crawl 2 Mapping Error,Y,N,N,N
44522740,Crawl 2 Mapping Error,Y,N,N,N
44532811,Crawl 2 Mapping Error,,N,N,Y
44532982,Crawl 2 Mapping Error,,N,N,Y
44533041,Crawl 2 Mapping Error,,N,N,Y
44533195,Crawl 2 Mapping Error,,N,N,Y
44540514,Crawl 2 Mapping Error,Y,N,N,N
44541545,Crawl 2 Mapping Error,Y,N,N,N
44542936,Crawl 2 Mapping Error,Y,N,N,N
44551537,Crawl 2 Mapping Error,Y,N,N,N
44554861,Crawl 2 Mapping Error,Y,N,N,N
44557293,Crawl 2 Mapping Error,Y,N,N,N
44565821,Crawl 2 Mapping Error,,N,Y,N
44587745,Crawl 2 Mapping Error,Y,N,N,N
44604122,Crawl 2 Mapping Error,Y,N,N,N
44606794,Crawl 2 Mapping Error,Y,N,N,N
44645513,Crawl 2 Mapping Error,Y,N,N,N
44649258,Crawl 2 Mapping Error,Y,N,N,N
44669689,Crawl 2 Mapping Error,Y,N,N,N
44677127,Crawl 2 Mapping Error,Y,N,N,N
44677292,Crawl 2 Mapping Error,Y,N,N,N
44677316,Crawl 2 Mapping Error,Y,N,N,N
44677400,Crawl 2 Mapping Error,Y,N,N,N
44682552,Crawl 2 Mapping Error,Y,N,N,N
44685987,Crawl 2 Mapping Error,Y,N,N,N
44693273,Crawl 2 Mapping Error,Y,N,N,N
44696344,Crawl 2 Mapping Error,Y,N,N,N
44712211,Crawl 2 Mapping Error,Y,N,N,N
44713281,Crawl 2 Mapping Error,Y,N,N,N
44713404,Crawl 2 Mapping Error,Y,N,N,N
44713839,Crawl 2 Mapping Error,Y,N,N,N
44724256,Crawl 2 Mapping Error,Y,N,N,N
44724282,Crawl 2 Mapping Error,Y,N,N,N
44724355,Crawl 2 Mapping Error,Y,N,N,N
44724400,Crawl 2 Mapping Error,Y,N,N,N
44727885,Crawl 2 Mapping Error,Y,N,N,N
44754213,Crawl 2 Mapping Error,Y,N,N,N
44754245,Crawl 2 Mapping Error,Y,N,N,N
44754305,Crawl 2 Mapping Error,Y,N,N,N
44754391,Crawl 2 Mapping Error,Y,N,N,N
44788240,Crawl 2 Mapping Error,Y,N,N,N
44830338,Crawl 2 Mapping Error,Y,N,N,N
44852834,Crawl 2 Mapping Error,,N,Y,N
44862384,Crawl 2 Mapping Error,,N,N,Y
44862464,Crawl 2 Mapping Error,,N,N,Y
44862530,Crawl 2 Mapping Error,,N,N,Y
44864842,Crawl 2 Mapping Error,,N,N,Y
44864924,Crawl 2 Mapping Error,Y,N,N,N
44865492,Crawl 2 Mapping Error,,N,N,Y
43713297,Crawl 2 Mapping Error,Y,N,N,N
43719927,Crawl 2 Mapping Error,Y,N,N,Y
43721037,Crawl 2 Mapping Error,,N,N,Y
43721076,Crawl 2 Mapping Error,Y,N,N,Y
43721114,Crawl 2 Mapping Error,,N,N,Y
43721401,Crawl 2 Mapping Error,,N,N,Y
43721632,Crawl 2 Mapping Error,Y,N,N,N
43721710,Crawl 2 Mapping Error,,N,N,Y
43721786,Crawl 2 Mapping Error,,N,N,Y
43722070,Crawl 2 Mapping Error,,N,N,Y
43722138,Crawl 2 Mapping Error,,N,N,Y
43723645,Crawl 2 Mapping Error,Y,N,N,N
43724093,Crawl 2 Mapping Error,Y,N,N,N
43731348,Crawl 2 Mapping Error,Y,N,N,N
43732396,Crawl 2 Mapping Error,Y,N,N,N
43732517,Crawl 2 Mapping Error,Y,N,N,N
43732729,Crawl 2 Mapping Error,Y,N,N,N
43733896,Crawl 2 Mapping Error,Y,N,N,N
43743823,Crawl 2 Mapping Error,Y,N,N,N
43753444,Crawl 2 Mapping Error,,N,N,Y
43756198,Crawl 2 Mapping Error,Y,N,N,N
43757043,Crawl 2 Mapping Error,,N,N,Y
43758487,Crawl 2 Mapping Error,,N,N,Y
43770185,Crawl 2 Mapping Error,Y,N,N,N
43772406,Crawl 2 Mapping Error,Y,N,N,N
43774090,Crawl 2 Mapping Error,Y,N,N,N
43775531,Crawl 2 Mapping Error,Y,N,N,N
43793505,Crawl 2 Mapping Error,Y,N,N,N
43795236,Crawl 2 Mapping Error,Y,N,N,N
43802787,Crawl 2 Mapping Error,Y,N,N,N
43803432,Crawl 2 Mapping Error,Y,N,N,N
43804824,Crawl 2 Mapping Error,Y,N,N,N
43805680,Crawl 2 Mapping Error,Y,N,N,N
43808078,Crawl 2 Mapping Error,Y,N,Y,Y
43817073,Crawl 2 Mapping Error,Y,N,N,N
43819338,Crawl 2 Mapping Error,Y,N,N,Y
43836204,Crawl 2 Mapping Error,Y,N,N,Y
43836903,Crawl 2 Mapping Error,,N,N,Y
43837252,Crawl 2 Mapping Error,,N,N,Y
43838687,Crawl 2 Mapping Error,,N,N,Y
43839306,Crawl 2 Mapping Error,,N,N,Y
43839458,Crawl 2 Mapping Error,,N,N,Y
43839651,Crawl 2 Mapping Error,,N,N,Y
43839744,Crawl 2 Mapping Error,,N,N,Y
43839994,Crawl 2 Mapping Error,,N,N,Y
43847461,Crawl 2 Mapping Error,Y,N,N,N
43854366,Crawl 2 Mapping Error,Y,N,N,N
43854911,Crawl 2 Mapping Error,Y,N,N,N
43856188,Crawl 2 Mapping Error,Y,N,N,N
43862460,Crawl 2 Mapping Error,,N,N,Y
43864112,Crawl 2 Mapping Error,,N,N,Y
43864467,Crawl 2 Mapping Error,,N,N,Y
43864942,Crawl 2 Mapping Error,,N,N,Y
43865603,Crawl 2 Mapping Error,,N,N,Y
43865661,Crawl 2 Mapping Error,,N,N,Y
43878176,Crawl 2 Mapping Error,Y,N,N,N
43886270,Crawl 2 Mapping Error,,N,N,Y
43888717,Crawl 2 Mapping Error,Y,N,N,N
43890167,Crawl 2 Mapping Error,,N,N,Y
43896384,Crawl 2 Mapping Error,Y,N,N,N
43899368,Crawl 2 Mapping Error,Y,N,N,N
43905564,Crawl 2 Mapping Error,Y,N,N,N
43910512,Crawl 2 Mapping Error,Y,Y,N,N
43911594,Crawl 2 Mapping Error,Y,N,N,N
43913057,Crawl 2 Mapping Error,Y,N,N,N
43913793,Crawl 2 Mapping Error,Y,N,N,N
43913893,Crawl 2 Mapping Error,,N,N,Y
43914188,Crawl 2 Mapping Error,,N,N,Y
44012300,Crawl 2 Bad Import,Y,N,N,N
44020078,Crawl 2 Bad Import,Y,N,N,N
44023708,Crawl 2 Bad Import,Y,N,N,N
44028586,Crawl 2 Bad Import,Y,N,N,N
44032781,Crawl 2 Bad Import,Y,N,N,N
44033107,Crawl 2 Bad Import,Y,N,N,N
44033575,Crawl 2 Bad Import,Y,N,N,N
44035960,Crawl 2 Bad Import,Y,N,N,N
44037140,Crawl 2 Bad Import,Y,N,N,N
44037619,Crawl 2 Bad Import,Y,N,N,N
44037689,Crawl 2 Bad Import,Y,N,Y,Y
44038127,Crawl 2 Bad Import,Y,N,N,N
44045980,Crawl 2 Bad Import,Y,N,N,N
44048109,Crawl 2 Bad Import,Y,N,N,N
44048234,Crawl 2 Bad Import,Y,N,N,N
44048865,Crawl 2 Bad Import,Y,N,N,N
44049122,Crawl 2 Bad Import,Y,N,N,N
44053070,Crawl 2 Bad Import,Y,N,N,N
44063037,Crawl 2 Bad Import,Y,N,N,N
44068730,Crawl 2 Bad Import,Y,N,N,N
44071008,Crawl 2 Bad Import,Y,N,N,N
44073776,Crawl 2 Bad Import,Y,N,N,N
44074884,Crawl 2 Bad Import,Y,N,N,N
44076115,Crawl 2 Bad Import,Y,N,N,N
44077143,Crawl 2 Bad Import,Y,N,Y,Y
44085388,Crawl 2 Bad Import,Y,N,Y,Y
44086754,Crawl 2 Bad Import,Y,N,Y,Y
44088709,Crawl 2 Bad Import,Y,N,Y,Y
44096873,Crawl 2 Bad Import,Y,N,Y,N
44101824,Crawl 2 Bad Import,Y,N,N,N
44103294,Crawl 2 Bad Import,Y,N,Y,Y
44103881,Crawl 2 Bad Import,Y,N,N,N
44105435,Crawl 2 Bad Import,Y,N,Y,Y
44115857,Crawl 2 Bad Import,Y,N,Y,Y
44117920,Crawl 2 Bad Import,Y,N,Y,Y
44118030,Crawl 2 Bad Import,Y,N,Y,Y
44118907,Crawl 2 Bad Import,,N,Y,N
44119854,Crawl 2 Bad Import,Y,N,Y,Y
44120269,Crawl 2 Bad Import,Y,N,N,N
44122154,Crawl 2 Bad Import,Y,N,N,N
44123113,Crawl 2 Bad Import,Y,N,N,N
44125655,Crawl 2 Bad Import,,N,Y,N
44130766,Crawl 2 Bad Import,Y,N,N,N
44136715,Crawl 2 Bad Import,Y,N,N,N
44144814,Crawl 2 Bad Import,Y,N,N,N
44148454,Crawl 2 Bad Import,Y,N,N,N
44148549,Crawl 2 Bad Import,Y,N,N,N
44149964,Crawl 2 Bad Import,Y,N,N,N
44150582,Crawl 2 Bad Import,Y,N,N,N
44150683,Crawl 2 Bad Import,Y,N,N,N
44150835,Crawl 2 Bad Import,Y,N,N,N
44150881,Crawl 2 Bad Import,Y,N,N,N
44154092,Crawl 2 Bad Import,,N,Y,N
44154453,Crawl 2 Bad Import,Y,N,N,N
44176574,Crawl 2 Bad Import,Y,N,N,N
44183375,Crawl 2 Bad Import,Y,N,N,N
44184101,Crawl 2 Bad Import,Y,N,N,N
44184312,Crawl 2 Bad Import,Y,N,N,N
44186349,Crawl 2 Bad Import,Y,N,N,N
44192794,Crawl 2 Bad Import,Y,N,N,N
44192909,Crawl 2 Bad Import,Y,N,N,N
44193193,Crawl 2 Bad Import,Y,N,N,N
44193220,Crawl 2 Bad Import,Y,N,N,N
44193230,Crawl 2 Bad Import,Y,N,N,N
44193296,Crawl 2 Bad Import,Y,N,N,N
44193587,Crawl 2 Bad Import,Y,N,N,Y
44193808,Crawl 2 Bad Import,Y,N,N,Y
44193918,Crawl 2 Bad Import,Y,N,N,Y
44196511,Crawl 2 Bad Import,Y,N,N,N
44200382,Crawl 2 Bad Import,Y,N,N,Y
44200411,Crawl 2 Bad Import,Y,N,N,Y
44200536,Crawl 2 Bad Import,Y,N,N,Y
44200583,Crawl 2 Bad Import,Y,N,N,Y
44200761,Crawl 2 Bad Import,Y,N,N,Y
44203484,Crawl 2 Bad Import,Y,N,N,Y
44204220,Crawl 2 Bad Import,Y,N,N,N
44204687,Crawl 2 Bad Import,Y,N,N,Y
44205303,Crawl 2 Bad Import,Y,N,N,N
44210100,Crawl 2 Bad Import,Y,N,N,N
44211492,Crawl 2 Bad Import,Y,N,Y,Y
44213687,Crawl 2 Bad Import,,N,N,Y
44214314,Crawl 2 Bad Import,Y,N,N,N
44215119,Crawl 2 Bad Import,Y,N,N,N
44215196,Crawl 2 Bad Import,Y,N,Y,N
44215250,Crawl 2 Bad Import,Y,N,Y,N
44216860,Crawl 2 Bad Import,Y,N,Y,N
44219522,Crawl 2 Bad Import,Y,N,N,N
44219632,Crawl 2 Bad Import,Y,N,N,N
44219734,Crawl 2 Bad Import,Y,N,N,N
44219900,Crawl 2 Bad Import,Y,N,N,N
44220574,Crawl 2 Bad Import,Y,N,N,N
44220701,Crawl 2 Bad Import,Y,N,N,N
44223175,Crawl 2 Bad Import,Y,N,N,N
44229041,Crawl 2 Bad Import,Y,N,N,N
44229385,Crawl 2 Bad Import,Y,N,N,N
44231191,Crawl 2 Bad Import,Y,N,N,N
44232049,Crawl 2 Bad Import,Y,N,N,N
44232180,Crawl 2 Bad Import,Y,N,N,N
44233379,Crawl 2 Bad Import,Y,N,N,N
44235596,Crawl 2 Bad Import,Y,N,N,N
44236358,Crawl 2 Bad Import,Y,N,N,N
44237069,Crawl 2 Bad Import,Y,N,N,N
44239408,Crawl 2 Bad Import,Y,N,N,N
44240161,Crawl 2 Bad Import,Y,N,N,N
44245459,Crawl 2 Bad Import,,N,Y,N
44254272,Crawl 2 Bad Import,Y,N,N,N
44256444,Crawl 2 Bad Import,Y,N,N,N
44256644,Crawl 2 Bad Import,Y,N,N,N
44257203,Crawl 2 Bad Import,Y,N,N,N
44257389,Crawl 2 Bad Import,Y,N,N,N
44257530,Crawl 2 Bad Import,Y,N,N,N
44257602,Crawl 2 Bad Import,Y,N,N,N
44257673,Crawl 2 Bad Import,Y,N,N,N
44257722,Crawl 2 Bad Import,Y,N,N,N
44258670,Crawl 2 Bad Import,Y,N,N,N
44261796,Crawl 2 Bad Import,Y,N,N,N
44263389,Crawl 2 Bad Import,Y,N,N,N
44263437,Crawl 2 Bad Import,Y,N,Y,Y
44271073,Crawl 2 Bad Import,Y,N,N,N
44272735,Crawl 2 Bad Import,Y,N,N,N
44277312,Crawl 2 Bad Import,Y,N,N,N
44278829,Crawl 2 Bad Import,Y,N,N,N
44281112,Crawl 2 Bad Import,Y,N,N,N
44283467,Crawl 2 Bad Import,Y,N,Y,Y
44285537,Crawl 2 Bad Import,Y,N,Y,Y
44288493,Crawl 2 Bad Import,Y,N,N,Y
44298711,Crawl 2 Bad Import,Y,N,N,N
44309472,Crawl 2 Bad Import,Y,N,Y,Y
44309940,Crawl 2 Bad Import,Y,N,Y,Y
44312206,Crawl 2 Bad Import,Y,N,N,N
44316367,Crawl 2 Bad Import,Y,N,N,N
44320277,Crawl 2 Bad Import,Y,N,N,N
44320583,Crawl 2 Bad Import,Y,N,N,N
44322224,Crawl 2 Bad Import,Y,N,Y,Y
44326298,Crawl 2 Bad Import,Y,N,N,N
44327649,Crawl 2 Bad Import,Y,N,N,N
44333276,Crawl 2 Bad Import,,N,Y,N
44334395,Crawl 2 Bad Import,Y,N,N,N
44336417,Crawl 2 Bad Import,Y,N,N,N
44337258,Crawl 2 Bad Import,Y,N,N,N
44339215,Crawl 2 Bad Import,Y,N,N,N
44344185,Crawl 2 Bad Import,Y,N,N,N
44355528,Crawl 2 Bad Import,Y,N,N,N
44355581,Crawl 2 Bad Import,Y,N,N,N
44360798,Crawl 2 Bad Import,Y,N,N,N
44365442,Crawl 2 Bad Import,Y,N,N,N
44366505,Crawl 2 Bad Import,Y,N,Y,N
44367279,Crawl 2 Bad Import,Y,N,N,N
44368739,Crawl 2 Bad Import,Y,N,N,N
44371220,Crawl 2 Bad Import,,N,Y,N
44371452,Crawl 2 Bad Import,,N,Y,N
44372479,Crawl 2 Bad Import,,N,Y,N
44372829,Crawl 2 Bad Import,,N,Y,N
44374424,Crawl 2 Bad Import,,N,Y,N
44375605,Crawl 2 Bad Import,Y,N,N,N
44376086,Crawl 2 Bad Import,,N,Y,N
44377236,Crawl 2 Bad Import,,N,Y,N
44378213,Crawl 2 Bad Import,Y,N,N,N
44378608,Crawl 2 Bad Import,Y,N,N,N
44379115,Crawl 2 Bad Import,Y,N,N,N
44380943,Crawl 2 Bad Import,Y,N,N,N
44383801,Crawl 2 Bad Import,,N,N,N
44388994,Crawl 2 Bad Import,Y,N,N,N
44392401,Crawl 2 Bad Import,Y,N,N,N
44393034,Crawl 2 Bad Import,,N,N,N
44393571,Crawl 2 Bad Import,,N,N,N
44396462,Crawl 2 Bad Import,,N,Y,N
44397097,Crawl 2 Bad Import,,N,Y,N
44397423,Crawl 2 Bad Import,,N,Y,N
44397931,Crawl 2 Bad Import,,N,N,N
44398248,Crawl 2 Bad Import,,N,Y,N
44398676,Crawl 2 Bad Import,,N,Y,N
44398970,Crawl 2 Bad Import,,N,Y,N
44399523,Crawl 2 Bad Import,,N,Y,N
44400257,Crawl 2 Bad Import,,N,Y,N
44400805,Crawl 2 Bad Import,,N,Y,N
44402260,Crawl 2 Bad Import,,N,Y,N
44402261,Crawl 2 Bad Import,Y,N,N,N
44408558,Crawl 2 Bad Import,,N,N,N
44409265,Crawl 2 Bad Import,,N,N,N
44411774,Crawl 2 Bad Import,,N,N,N
44411804,Crawl 2 Bad Import,,N,N,N
44417317,Crawl 2 Bad Import,,N,Y,N
44426646,Crawl 2 Bad Import,,N,Y,N
44426941,Crawl 2 Bad Import,,N,Y,N
44427388,Crawl 2 Bad Import,,N,N,N
44427444,Crawl 2 Bad Import,,N,Y,N
44428187,Crawl 2 Bad Import,Y,N,N,N
44429289,Crawl 2 Bad Import,,N,N,N
44429920,Crawl 2 Bad Import,,N,N,N
44434783,Crawl 2 Bad Import,,N,N,N
44441423,Crawl 2 Bad Import,,N,N,N
44441834,Crawl 2 Bad Import,,N,N,N
44447608,Crawl 2 Bad Import,Y,N,N,N
44449035,Crawl 2 Bad Import,,N,Y,N
44449288,Crawl 2 Bad Import,,N,Y,N
44449543,Crawl 2 Bad Import,,N,Y,N
44451581,Crawl 2 Bad Import,,N,Y,N
44451884,Crawl 2 Bad Import,,N,Y,N
44452402,Crawl 2 Bad Import,,N,Y,N
44452584,Crawl 2 Bad Import,,N,Y,N
44453203,Crawl 2 Bad Import,,N,Y,N
44453607,Crawl 2 Bad Import,,N,Y,N
44453667,Crawl 2 Bad Import,,N,N,N
44455118,Crawl 2 Bad Import,,N,N,N
44456168,Crawl 2 Bad Import,Y,N,N,Y
44461097,Crawl 2 Bad Import,Y,N,N,N
44462784,Crawl 2 Bad Import,,N,N,N
44463898,Crawl 2 Bad Import,,N,Y,N
44464257,Crawl 2 Bad Import,,N,Y,N
44464618,Crawl 2 Bad Import,,N,Y,N
44465451,Crawl 2 Bad Import,,N,Y,N
44466025,Crawl 2 Bad Import,,N,Y,N
44467369,Crawl 2 Bad Import,,N,Y,N
44467854,Crawl 2 Bad Import,,N,Y,N
44469275,Crawl 2 Bad Import,Y,N,Y,N
44470754,Crawl 2 Bad Import,,N,Y,N
44471278,Crawl 2 Bad Import,,N,Y,N
44471764,Crawl 2 Bad Import,,N,Y,N
44472137,Crawl 2 Bad Import,,N,Y,N
44472469,Crawl 2 Bad Import,,N,N,N
44474058,Crawl 2 Bad Import,,N,Y,N
44481164,Crawl 2 Bad Import,,N,Y,N
44481465,Crawl 2 Bad Import,,N,Y,N
44481692,Crawl 2 Bad Import,,N,Y,N
44482017,Crawl 2 Bad Import,,N,N,N
44482874,Crawl 2 Bad Import,,N,N,N
44483578,Crawl 2 Bad Import,,N,Y,N
44483640,Crawl 2 Bad Import,,N,N,N
44491237,Crawl 2 Bad Import,,N,Y,N
44492940,Crawl 2 Bad Import,,N,Y,N
44494460,Crawl 2 Bad Import,,N,Y,N
44495012,Crawl 2 Bad Import,Y,N,N,N
44500702,Crawl 2 Bad Import,,N,N,N
44503034,Crawl 2 Bad Import,Y,N,N,N
44504589,Crawl 2 Bad Import,,N,N,N
44505715,Crawl 2 Bad Import,Y,N,N,N
44509091,Crawl 2 Bad Import,,N,N,N
44511519,Crawl 2 Bad Import,,N,N,N
44514291,Crawl 2 Bad Import,,N,N,N
44514672,Crawl 2 Bad Import,Y,N,N,N
44516414,Crawl 2 Bad Import,,N,Y,N
44516808,Crawl 2 Bad Import,,N,Y,N
44517064,Crawl 2 Bad Import,,N,Y,N
44517156,Crawl 2 Bad Import,,N,Y,N
44517880,Crawl 2 Bad Import,,N,Y,N
44518043,Crawl 2 Bad Import,,N,Y,N
44518539,Crawl 2 Bad Import,,N,Y,N
44519186,Crawl 2 Bad Import,,N,Y,N
44520207,Crawl 2 Bad Import,Y,N,N,N
44520401,Crawl 2 Bad Import,,N,Y,N
44520967,Crawl 2 Bad Import,,N,Y,N
44521081,Crawl 2 Bad Import,,N,N,N
44521149,Crawl 2 Bad Import,,N,Y,N
44521386,Crawl 2 Bad Import,,N,N,N
44523001,Crawl 2 Bad Import,,N,N,N
44526985,Crawl 2 Bad Import,Y,N,Y,N
44528861,Crawl 2 Bad Import,,N,N,N
44531554,Crawl 2 Bad Import,,N,N,N
44531863,Crawl 2 Bad Import,,N,N,N
44539905,Crawl 2 Bad Import,,N,N,N
44542375,Crawl 2 Bad Import,,N,Y,N
44543433,Crawl 2 Bad Import,,N,Y,N
44543980,Crawl 2 Bad Import,,N,N,N
44544090,Crawl 2 Bad Import,,N,Y,N
44544654,Crawl 2 Bad Import,,N,Y,N
44545734,Crawl 2 Bad Import,,N,Y,N
44546675,Crawl 2 Bad Import,,N,N,N
44549982,Crawl 2 Bad Import,,N,N,N
44550628,Crawl 2 Bad Import,,N,N,N
44553832,Crawl 2 Bad Import,,N,Y,N
44563860,Crawl 2 Bad Import,Y,N,N,N
44565905,Crawl 2 Bad Import,Y,N,N,N
44568517,Crawl 2 Bad Import,,N,Y,N
44568630,Crawl 2 Bad Import,Y,N,Y,Y
44568817,Crawl 2 Bad Import,,N,Y,N
44569061,Crawl 2 Bad Import,,N,Y,N
44569946,Crawl 2 Bad Import,,N,Y,N
44570453,Crawl 2 Bad Import,,N,Y,N
44582154,Crawl 2 Bad Import,,N,N,N
44582346,Crawl 2 Bad Import,,N,N,N
44583050,Crawl 2 Bad Import,,N,N,N
44584555,Crawl 2 Bad Import,,N,N,N
44585014,Crawl 2 Bad Import,Y,N,N,N
44588673,Crawl 2 Bad Import,,N,N,N
44589651,Crawl 2 Bad Import,,N,N,N
44591877,Crawl 2 Bad Import,,N,Y,N
44592419,Crawl 2 Bad Import,,N,Y,N
44596212,Crawl 2 Bad Import,,N,N,N
44606366,Crawl 2 Bad Import,,N,N,N
44607127,Crawl 2 Bad Import,,N,N,N
44607698,Crawl 2 Bad Import,,N,N,N
44608240,Crawl 2 Bad Import,,N,N,N
44608492,Crawl 2 Bad Import,,N,N,N
44610485,Crawl 2 Bad Import,,N,N,N
44616747,Crawl 2 Bad Import,,N,Y,N
44618955,Crawl 2 Bad Import,,N,N,N
44619007,Crawl 2 Bad Import,,N,N,N
44621651,Crawl 2 Bad Import,,N,N,N
44627046,Crawl 2 Bad Import,,N,N,N
44634490,Crawl 2 Bad Import,,N,N,N
44635586,Crawl 2 Bad Import,Y,N,N,N
44637213,Crawl 2 Bad Import,,N,N,N
44637606,Crawl 2 Bad Import,,N,Y,N
44637760,Crawl 2 Bad Import,,N,Y,N
44638004,Crawl 2 Bad Import,,N,Y,N
44638060,Crawl 2 Bad Import,,N,Y,N
44638272,Crawl 2 Bad Import,,N,Y,N
44638349,Crawl 2 Bad Import,,N,Y,N
44638450,Crawl 2 Bad Import,,N,Y,N
44638773,Crawl 2 Bad Import,,N,Y,N
44639003,Crawl 2 Bad Import,,N,Y,N
44639224,Crawl 2 Bad Import,,N,Y,N
44639927,Crawl 2 Bad Import,,N,Y,N
44640274,Crawl 2 Bad Import,,N,Y,N
44640799,Crawl 2 Bad Import,,N,Y,N
44641626,Crawl 2 Bad Import,,N,Y,N
44643437,Crawl 2 Bad Import,,N,N,N
44644740,Crawl 2 Bad Import,,N,Y,N
44644903,Crawl 2 Bad Import,,N,Y,N
44646385,Crawl 2 Bad Import,,N,Y,N
44646681,Crawl 2 Bad Import,,N,Y,N
44647562,Crawl 2 Bad Import,,N,Y,N
44655770,Crawl 2 Bad Import,,N,Y,N
44655909,Crawl 2 Bad Import,,N,Y,N
44656537,Crawl 2 Bad Import,,N,N,N
44656548,Crawl 2 Bad Import,,N,N,N
44656567,Crawl 2 Bad Import,,N,N,N
44656635,Crawl 2 Bad Import,,N,N,N
44659984,Crawl 2 Bad Import,,N,Y,N
44662369,Crawl 2 Bad Import,,N,Y,N
44662565,Crawl 2 Bad Import,,N,Y,N
44662982,Crawl 2 Bad Import,,N,Y,N
44664602,Crawl 2 Bad Import,,N,Y,N
44670822,Crawl 2 Bad Import,Y,N,N,N
44671883,Crawl 2 Bad Import,,N,N,N
44672097,Crawl 2 Bad Import,,N,Y,N
44673434,Crawl 2 Bad Import,,N,Y,N
44673766,Crawl 2 Bad Import,,N,Y,N
44673951,Crawl 2 Bad Import,,N,Y,N
44674414,Crawl 2 Bad Import,,N,Y,N
44674702,Crawl 2 Bad Import,,N,Y,N
44674956,Crawl 2 Bad Import,,N,Y,N
44675596,Crawl 2 Bad Import,,N,Y,N
44675972,Crawl 2 Bad Import,,N,Y,N
44676665,Crawl 2 Bad Import,,N,Y,N
44677412,Crawl 2 Bad Import,,N,Y,N
44677806,Crawl 2 Bad Import,,N,Y,N
44680335,Crawl 2 Bad Import,,N,Y,N
44682360,Crawl 2 Bad Import,,N,Y,N
44683142,Crawl 2 Bad Import,,N,Y,N
44683216,Crawl 2 Bad Import,,N,Y,N
44685267,Crawl 2 Bad Import,,N,Y,N
44685696,Crawl 2 Bad Import,,N,Y,N
44686254,Crawl 2 Bad Import,,N,Y,N
44690018,Crawl 2 Bad Import,,N,N,N
44691727,Crawl 2 Bad Import,,N,N,N
44694000,Crawl 2 Bad Import,,N,Y,N
44697114,Crawl 2 Bad Import,,N,N,N
44697136,Crawl 2 Bad Import,,N,N,N
44697227,Crawl 2 Bad Import,,N,N,N
44700402,Crawl 2 Bad Import,,N,N,N
44703681,Crawl 2 Bad Import,,N,N,N
44704104,Crawl 2 Bad Import,Y,N,N,N
44706802,Crawl 2 Bad Import,,N,Y,N
44709066,Crawl 2 Bad Import,,N,Y,N
44709895,Crawl 2 Bad Import,Y,N,N,N
44710973,Crawl 2 Bad Import,,N,Y,N
44711948,Crawl 2 Bad Import,,N,N,N
44712662,Crawl 2 Bad Import,,N,Y,N
44714555,Crawl 2 Bad Import,,N,Y,N
44716200,Crawl 2 Bad Import,,N,N,N
44716936,Crawl 2 Bad Import,,N,N,N
44717880,Crawl 2 Bad Import,,N,N,N
44718974,Crawl 2 Bad Import,,N,N,N
44719723,Crawl 2 Bad Import,Y,N,N,N
44720812,Crawl 2 Bad Import,,N,N,N
44722844,Crawl 2 Bad Import,,N,N,N
44723183,Crawl 2 Bad Import,,N,N,N
44724205,Crawl 2 Bad Import,,N,N,N
44724397,Crawl 2 Bad Import,Y,N,N,N
44725399,Crawl 2 Bad Import,,N,N,N
44726644,Crawl 2 Bad Import,,N,N,N
44726798,Crawl 2 Bad Import,,N,N,N
44726936,Crawl 2 Bad Import,,N,N,N
